ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0001822	kidney development	31/338	323/18860	0.0959752321981424	5.3553043764999	10.6653174920984	2.78120810483653e-14	1.0785525030556e-10	8.53684508810875e-11	PTPRO/VEGFA/WT1/FGF1/NPHS1/NPHS2/BMP7/HS3ST3A1/MAGI2/PODXL/PLCE1/SERPINF1/FOXD1/CDKN1C/CTNNBIP1/PRKX/TNS2/SULF1/TCF21/MME/FOXC1/CYP26B1/ITGA3/BMP2/COL4A4/WFS1/EFNB2/HPGD/SOX4/MPV17/ITGA8	31
GO:0072001	renal system development	31/338	334/18860	0.092814371257485	5.17893207667505	10.4092983473109	6.92214049724844e-14	1.34220304241647e-10	1.0623664047356e-10	PTPRO/VEGFA/WT1/FGF1/NPHS1/NPHS2/BMP7/HS3ST3A1/MAGI2/PODXL/PLCE1/SERPINF1/FOXD1/CDKN1C/CTNNBIP1/PRKX/TNS2/SULF1/TCF21/MME/FOXC1/CYP26B1/ITGA3/BMP2/COL4A4/WFS1/EFNB2/HPGD/SOX4/MPV17/ITGA8	31
GO:0072006	nephron development	20/338	160/18860	0.125	6.97485207100592	10.2527433415106	9.88687632550786e-12	1.27804354634398e-08	1.01158355667301e-08	PTPRO/VEGFA/WT1/FGF1/NPHS1/NPHS2/BMP7/HS3ST3A1/MAGI2/PODXL/PLCE1/FOXD1/CTNNBIP1/SULF1/TCF21/FOXC1/ITGA3/BMP2/COL4A4/MPV17	20
GO:0032835	glomerulus development	13/338	74/18860	0.175675675675676	9.8024948024948	10.248922724851	6.12081895617922e-10	5.93413397801575e-07	4.69692317795226e-07	PTPRO/WT1/NPHS1/NPHS2/BMP7/MAGI2/PODXL/PLCE1/SULF1/TCF21/FOXC1/COL4A4/MPV17	13
GO:0007015	actin filament organization	29/338	469/18860	0.0618336886993603	3.45024665346135	7.25884117971708	7.55265937225645e-09	5.8578426091221e-06	4.63653783778943e-06	MYO1F/NPHS1/CORO2B/PTGER4/NEBL/INF2/SYNPO/ITGB5/ARRB1/AIF1/LPAR1/CCN2/CDC42EP3/DPYSL3/CAPG/TJP1/PYCARD/CARMIL1/IQGAP2/MYO1B/MYL9/MYO1D/KIRREL1/MARCKS/KANK3/SEMA5A/TMOD1/CXCL12/TMSB15A	29
GO:0072073	kidney epithelium development	16/338	151/18860	0.105960264900662	5.91245738469376	8.18720608730746	1.36695778368646e-08	7.89618422849262e-06	6.24990451135542e-06	PTPRO/VEGFA/WT1/FGF1/NPHS1/NPHS2/BMP7/HS3ST3A1/MAGI2/PODXL/FOXD1/CTNNBIP1/TCF21/FOXC1/BMP2/EFNB2	16
GO:0031589	cell-substrate adhesion	25/338	369/18860	0.0677506775067751	3.78040762656147	7.28643668256429	1.42530401236329e-08	7.89618422849262e-06	6.24990451135542e-06	PTPRO/NDNF/VEGFA/SPOCK1/CORO2B/TYRO3/SPOCK2/SRGAP2/SLK/ITGB5/EPB41L5/CCN2/PRKX/CARMIL1/JAM3/FERMT1/APOD/ITGA3/KDR/PARVA/AGR2/POSTN/FGA/LIMS2/ITGA8	25
GO:0072009	nephron epithelium development	14/338	122/18860	0.114754098360656	6.40314288485789	8.08795061890454	4.03014249424815e-08	1.95361157408679e-05	1.54630204121416e-05	PTPRO/VEGFA/WT1/FGF1/NPHS1/NPHS2/HS3ST3A1/MAGI2/PODXL/FOXD1/CTNNBIP1/TCF21/FOXC1/BMP2	14
GO:0031032	actomyosin structure organization	18/338	215/18860	0.0837209302325582	4.6715288289528	7.31406337705483	6.85927455988974e-08	2.95558519369471e-05	2.33937363937292e-05	MYOZ1/TNNT2/CORO2B/PTGER4/NEBL/SYNPO/MYLK3/ITGB5/ARRB1/LPAR1/EPB41L5/CCN2/TJP1/CARMIL1/IQGAP2/MYL9/TMOD1/CSRP1	18
GO:1901342	regulation of vasculature development	24/338	375/18860	0.064	3.57112426035503	6.79364287147485	8.19667360504967e-08	3.17867002403826e-05	2.5159473928763e-05	VEGFA/F3/CLDN5/FGF1/SERPINF1/NPR1/CHI3L1/VASH1/TBXA2R/SULF1/C3/TJP1/FOXC1/ANXA3/KDR/ECM1/SEMA5A/TNMD/DCN/JCAD/CXCL12/CYP1B1/THBS2/SPARC	24
GO:0097205	renal filtration	8/338	34/18860	0.235294117647059	13.1291333101288	9.56233470907066	1.18492544905618e-07	4.17740081039989e-05	3.30645225784481e-05	PTPRO/JCHAIN/NPHS2/CORO2B/F2R/SULF1/ITGA3/KIRREL1	8
GO:0030198	extracellular matrix organization	22/338	331/18860	0.0664652567975831	3.7086826721965	6.71614209763332	1.50023149591193e-07	4.61314557081582e-05	3.65134835767187e-05	NDNF/WT1/NPHS1/TGFBR3/KLK7/OLFML2A/SPOCK2/COLGALT2/SULF1/LOX/APBB2/FOXC1/FERMT1/BMP2/COL4A4/MMP7/LUM/COL1A2/POSTN/CYP1B1/MPV17/ITGA8	22
GO:0043062	extracellular structure organization	22/338	332/18860	0.0662650602409639	3.69751194125615	6.69872095766072	1.58082615276629e-07	4.61314557081582e-05	3.65134835767187e-05	NDNF/WT1/NPHS1/TGFBR3/KLK7/OLFML2A/SPOCK2/COLGALT2/SULF1/LOX/APBB2/FOXC1/FERMT1/BMP2/COL4A4/MMP7/LUM/COL1A2/POSTN/CYP1B1/MPV17/ITGA8	22
GO:0045229	external encapsulating structure organization	22/338	333/18860	0.0660660660660661	3.68640830179292	6.68136699436892	1.6653955129299e-07	4.61314557081582e-05	3.65134835767187e-05	NDNF/WT1/NPHS1/TGFBR3/KLK7/OLFML2A/SPOCK2/COLGALT2/SULF1/LOX/APBB2/FOXC1/FERMT1/BMP2/COL4A4/MMP7/LUM/COL1A2/POSTN/CYP1B1/MPV17/ITGA8	22
GO:0045765	regulation of angiogenesis	23/338	365/18860	0.063013698630137	3.51608981113723	6.5572107762555	2.02750147595789e-07	5.24176714917646e-05	4.14890828343382e-05	VEGFA/F3/CLDN5/FGF1/SERPINF1/NPR1/CHI3L1/VASH1/TBXA2R/SULF1/C3/TJP1/FOXC1/ANXA3/KDR/ECM1/SEMA5A/TNMD/DCN/JCAD/CYP1B1/THBS2/SPARC	23
GO:0006956	complement activation	10/338	65/18860	0.153846153846154	8.58443331816113	8.274321494138	2.23554232783302e-07	5.41839571708527e-05	4.28871146576386e-05	CFB/CR1/CLU/VSIG4/C3/C1QB/CFD/C1QA/C7/FCN3	10
GO:0050673	epithelial cell proliferation	27/338	496/18860	0.0544354838709677	3.03743557930903	6.21176221316716	3.34469027519825e-07	7.62982875718754e-05	6.03908163620935e-05	VEGFA/F3/BTK/IGFBP5/FGF1/TGFBR3/SERPINF1/VASH1/CDKN1C/PRKX/SULF1/DACH1/ROBO1/ZEB1/FERMT1/KDR/ECM1/SEMA5A/TNMD/PTN/IGF1/JCAD/EFNB2/CXCL12/LIMS2/SPARC/NME1	27
GO:0141091	transforming growth factor beta receptor superfamily signaling pathway	24/338	411/18860	0.0583941605839416	3.25832505506846	6.25309013455096	4.40988941284386e-07	9.23522959999404e-05	7.30977158969155e-05	CLDN5/PALS1/BMP7/TGFBR3/MAGI2/HTRA1/FOXD1/CDKN1C/IL13RA2/ITGB5/CRIM1/SULF1/RASL11B/LOX/ZEB1/PMEPA1/FERMT1/ITGA3/BMP2/KDR/COL1A2/HPGD/ZNF423/ITGA8	24
GO:0002429	immune response-activating cell surface receptor signaling pathway	22/338	353/18860	0.0623229461756374	3.47754664163468	6.34767846372254	4.52473858689755e-07	9.23522959999404e-05	7.30977158969155e-05	PTPRC/IGLC3/BTK/TLR2/IGLC1/IGLC7/CD3D/CR1/S100A14/VAV3/LTF/NECTIN2/C3/TLR5/TRIL/BLNK/CD53/TYROBP/VTCN1/TRBC1/STOML2/FCN3	22
GO:0072010	glomerular epithelium development	7/338	28/18860	0.25	13.9497041420118	9.26327121447802	4.77986406995014e-07	9.26815643163332e-05	7.33583348840769e-05	PTPRO/WT1/NPHS1/NPHS2/MAGI2/PODXL/FOXC1	7
GO:0090287	regulation of cellular response to growth factor stimulus	23/338	385/18860	0.0597402597402597	3.33343579497426	6.24895989389828	5.18904187058035e-07	9.58243065433838e-05	7.58458450857759e-05	VEGFA/FGF1/PALS1/TGFBR3/HTRA1/FOXD1/CDKN1C/CRIM1/SULF1/ROBO1/RASL11B/LOX/ZEB1/PMEPA1/FERMT1/ITGA3/BMP2/KDR/DOK5/DCN/JCAD/ZNF423/ITGA8	23
GO:0006957	complement activation, alternative pathway	6/338	19/18860	0.315789473684211	17.6206789162255	9.79145710986513	7.06281069078476e-07	0.000118445502167243	9.37507354088328e-05	CFB/CR1/VSIG4/C3/CFD/C7	6
GO:0060537	muscle tissue development	25/338	453/18860	0.0551876379690949	3.07940488786133	6.0516025304139	7.19128275669225e-07	0.000118445502167243	9.37507354088328e-05	MYOZ1/VEGFA/WT1/IGFBP5/NPHS1/BMP7/TGFBR3/TNNT2/NEBL/MYLK3/TCF21/LOX/CCNB1/FOXC1/CYP26B1/BMP2/GJA1/CXADR/VAMP5/RGS2/IGF1/EFNB2/ZFPM2/CSRP1/ITGA8	25
GO:0032836	glomerular basement membrane development	5/338	11/18860	0.454545454545455	25.3630984400215	10.9183860471184	7.59001567853765e-07	0.000118445502167243	9.37507354088328e-05	WT1/NPHS1/SULF1/COL4A4/MPV17	5
GO:0006959	humoral immune response	20/338	307/18860	0.0651465798045603	3.63510205655032	6.28830062494506	7.63573376529416e-07	0.000118445502167243	9.37507354088328e-05	PTPRC/CFB/JCHAIN/CR1/KLK7/LTF/CLU/VSIG4/C3/RNASE6/C1QB/BLNK/MMP7/WFDC2/CFD/C1QA/FGA/C7/CXCL12/FCN3	20
GO:0002274	myeloid leukocyte activation	18/338	255/18860	0.0705882352941176	3.93873999303864	6.38249020209228	8.70301869225369e-07	0.000129808871109845	0.000102744949419481	PTPRC/LGALS9/BTK/IL1RL1/UBD/IL13RA2/PTGDS/AIF1/CLU/VSIG4/NECTIN2/SNCA/PYCARD/ANXA3/CD200/C1QA/TYROBP/CD2	18
GO:0010810	regulation of cell-substrate adhesion	17/338	230/18860	0.0739130434782609	4.12426035502959	6.43988999584312	9.30564707805103e-07	0.000133656664328452	0.000105790514150475	PTPRO/NDNF/VEGFA/SPOCK1/CORO2B/SPOCK2/SLK/EPB41L5/CARMIL1/FERMT1/APOD/ITGA3/KDR/AGR2/POSTN/FGA/LIMS2	17
GO:0003094	glomerular filtration	7/338	31/18860	0.225806451612903	12.59973277343	8.73150172275024	1.01357830712318e-06	0.00014038059553656	0.000111112569307188	PTPRO/JCHAIN/NPHS2/CORO2B/F2R/SULF1/KIRREL1	7
GO:0060993	kidney morphogenesis	11/338	98/18860	0.112244897959184	6.26313247192368	7.05653522421995	1.45402425649775e-06	0.000194438140230974	0.000153899627293918	VEGFA/WT1/FGF1/BMP7/HS3ST3A1/FOXD1/CTNNBIP1/PRKX/TCF21/BMP2/SOX4	11
GO:0007178	cell surface receptor protein serine/threonine kinase signaling pathway	24/338	446/18860	0.0538116591928251	3.00262690052273	5.78185433373858	1.87581808487493e-06	0.000237458972837815	0.000187951023260788	CLDN5/PALS1/BMP7/TGFBR3/MAGI2/HTRA1/FOXD1/CDKN1C/IL13RA2/ITGB5/CRIM1/SULF1/RASL11B/LOX/ZEB1/PMEPA1/FERMT1/ITGA3/BMP2/KDR/COL1A2/HPGD/ZNF423/ITGA8	24
GO:0002768	immune response-regulating cell surface receptor signaling pathway	22/338	385/18860	0.0571428571428571	3.18850380388842	5.8608308519127	1.92155827722063e-06	0.000237458972837815	0.000187951023260788	PTPRC/IGLC3/BTK/TLR2/IGLC1/IGLC7/CD3D/CR1/S100A14/VAV3/LTF/NECTIN2/C3/TLR5/TRIL/BLNK/CD53/TYROBP/VTCN1/TRBC1/STOML2/FCN3	22
GO:0050678	regulation of epithelial cell proliferation	23/338	416/18860	0.0552884615384615	3.08503072371416	5.80905258519997	1.95943453605211e-06	0.000237458972837815	0.000187951023260788	VEGFA/F3/BTK/FGF1/TGFBR3/SERPINF1/VASH1/CDKN1C/SULF1/ROBO1/ZEB1/KDR/ECM1/SEMA5A/TNMD/PTN/IGF1/JCAD/EFNB2/CXCL12/LIMS2/SPARC/NME1	23
GO:0051017	actin filament bundle assembly	14/338	169/18860	0.0828402366863906	4.62238717131753	6.38992397552311	2.26073073961812e-06	0.000265670115401184	0.000210280409464958	CORO2B/PTGER4/SYNPO/ITGB5/ARRB1/AIF1/LPAR1/CCN2/DPYSL3/TJP1/CARMIL1/MYO1B/MYL9/MARCKS	14
GO:0060348	bone development	16/338	220/18860	0.0727272727272727	4.05809575040344	6.16329855941936	2.40635563047306e-06	0.000274466092205134	0.000217242508311438	PTPRC/PTGER4/GHR/LTF/SULF1/LOX/FOXC1/CYP26B1/BMP2/KDR/GJA1/ECM1/IGF1/TYROBP/XYLT1/BGN	16
GO:0040013	negative regulation of locomotion	23/338	424/18860	0.0542452830188679	3.02682259685162	5.70215550092998	2.69868746491783e-06	0.000299014571112896	0.000236672861584974	PTPRO/IGFBP5/CLDN5/TGFBR3/MAGI2/SERPINF1/PTGER4/SRGAP2/VASH1/TBXA2R/AIF1/DPYSL3/SULF1/DACH1/ROBO1/MITF/APOD/GJA1/CD200/SEMA5A/DCN/CXCL12/CYP1B1	23
GO:0061572	actin filament bundle organization	14/338	173/18860	0.0809248554913295	4.51551116735643	6.27502529871734	2.98022661825081e-06	0.000321036634043796	0.000254103532714016	CORO2B/PTGER4/SYNPO/ITGB5/ARRB1/AIF1/LPAR1/CCN2/DPYSL3/TJP1/CARMIL1/MYO1B/MYL9/MARCKS	14
GO:0061318	renal filtration cell differentiation	6/338	24/18860	0.25	13.9497041420118	8.57521202190321	3.2482006071109e-06	0.000331487419852002	0.000262375428541146	PTPRO/WT1/NPHS1/NPHS2/MAGI2/PODXL	6
GO:0072112	podocyte differentiation	6/338	24/18860	0.25	13.9497041420118	8.57521202190321	3.2482006071109e-06	0.000331487419852002	0.000262375428541146	PTPRO/WT1/NPHS1/NPHS2/MAGI2/PODXL	6
GO:0070374	positive regulation of ERK1 and ERK2 cascade	15/338	201/18860	0.0746268656716418	4.16409078866025	6.09223325917204	3.62474616994057e-06	0.000360429888385373	0.000285283666168602	PTPRC/LGALS9/VEGFA/ARHGAP8/FGF1/CHI3L1/ARRB1/F2R/CCN2/PYCARD/BMP2/KDR/RAMP3/IGF1/FGA	15
GO:0071560	cellular response to transforming growth factor beta stimulus	19/338	311/18860	0.0610932475884244	3.4089309157328	5.78652761008413	3.72328819889145e-06	0.000360972790882526	0.000285713378630723	CLDN5/PALS1/TGFBR3/HTRA1/CDKN1C/IL13RA2/ITGB5/EPB41L5/RASL11B/LOX/ZEB1/PMEPA1/FERMT1/ITGA3/BMP2/COL1A2/POSTN/HPGD/ITGA8	19
GO:0072311	glomerular epithelial cell differentiation	6/338	25/18860	0.24	13.3917159763314	8.37514593332464	4.20976642432464e-06	0.000398182297403194	0.000315165055027745	PTPRO/WT1/NPHS1/NPHS2/MAGI2/PODXL	6
GO:0007179	transforming growth factor beta receptor signaling pathway	17/338	258/18860	0.0658914728682171	3.67666620797211	5.84787377033747	4.46089252334484e-06	0.000407583149376519	0.000322605918292644	CLDN5/PALS1/TGFBR3/HTRA1/CDKN1C/IL13RA2/ITGB5/RASL11B/LOX/ZEB1/PMEPA1/FERMT1/ITGA3/BMP2/COL1A2/HPGD/ITGA8	17
GO:0060541	respiratory system development	16/338	231/18860	0.0692640692640693	3.86485309562233	5.91816836415795	4.51935931490209e-06	0.000407583149376519	0.000322605918292644	VEGFA/WT1/IGFBP5/FGF1/CHI3L1/CCN2/ALDH1A3/TCF21/MME/LOX/ITGA3/BMP2/KDR/AGR2/IGF1/ZFPM2	16
GO:0071559	response to transforming growth factor beta	19/338	318/18860	0.059748427672956	3.33389155595251	5.67008650637119	5.13815123330944e-06	0.000452857965517591	0.000358441363548572	CLDN5/PALS1/TGFBR3/HTRA1/CDKN1C/IL13RA2/ITGB5/EPB41L5/RASL11B/LOX/ZEB1/PMEPA1/FERMT1/ITGA3/BMP2/COL1A2/POSTN/HPGD/ITGA8	19
GO:0051146	striated muscle cell differentiation	19/338	321/18860	0.059190031152648	3.30273369094361	5.62117129132332	5.88096288645948e-06	0.000506808312748664	0.000401143573729026	MYOZ1/VEGFA/WT1/IGFBP5/NPHS1/TNNT2/NEBL/MYLK3/CCNB1/CYP26B1/BMP2/MYL9/CD53/CXADR/RGS2/TMOD1/IGF1/EFNB2/CSRP1	19
GO:0001905	activation of membrane attack complex	5/338	16/18860	0.3125	17.4371301775148	8.8853221556332	6.66480227445809e-06	0.00056187180913801	0.000444726851998164	CFB/CR1/CLU/C3/FCN3	5
GO:0007162	negative regulation of cell adhesion	19/338	326/18860	0.0582822085889571	3.25207826623589	5.54091439571393	7.3366391423957e-06	0.000605350778600224	0.00047914086761984	PTPRC/PTPRO/LGALS9/VEGFA/SPOCK1/CR1/PODXL/CORO2B/EPB41L5/VSIG4/JAM3/APOD/BMP2/SEMA5A/POSTN/VTCN1/CXCL12/CYP1B1/MUC1	19
GO:0050920	regulation of chemotaxis	15/338	214/18860	0.0700934579439252	3.91113200243322	5.78561706900874	7.78107285278913e-06	0.000628645844231588	0.000497579132428357	PTPRO/LGALS9/VEGFA/F3/FGF1/S100A14/AIF1/LPAR1/ROBO1/JAM3/KDR/SEMA5A/PTN/EFNB2/CXCL12	15
